Sequence	Index	GC Skew (1kb)
chr01	1940000	-0.00819672
chr01	1941000	0.03448276
chr01	1942000	0.03467406
chr01	1943000	0.10296192
chr01	1944000	0.11320755
chr01	1945000	0.01101928
chr01	1946000	-0.01596517
chr01	1947000	0.01440922
chr01	1948000	0.05997211
chr01	1949000	0.11673699
chr01	1950000	0.11018131
chr01	1951000	0.05846154
chr01	1952000	-0.10575636
chr01	1953000	-0.00973574
chr01	1954000	0.03930131
chr01	1955000	0.06666667
chr01	1956000	-0.02406417
chr01	1957000	0.01204819
chr01	1958000	0.01149425
chr01	1959000	-0.07713499
chr01	1960000	0.03403141
chr01	1961000	0.06043956
chr01	1962000	0.06497175
chr01	1963000	0.00282486
chr01	1964000	-0.08137931
chr01	1965000	-0.09919571
chr01	1966000	-0.02092050
chr01	1967000	-0.02849389
chr01	1968000	0.01943199
chr01	1969000	-0.04097117
chr01	1970000	-0.01621622
chr01	1971000	0.04062500
chr01	1972000	0.11940299
chr01	1973000	-0.02493075
chr01	1974000	0.02416918
chr01	1975000	0.02018843
chr01	1976000	-0.00429185
chr01	1977000	0.12433862
chr01	1978000	0.00284900
chr01	1979000	-0.05416116
chr01	1980000	0.02171137
chr01	1981000	0.04481434
chr01	1982000	-0.10263158
chr01	1983000	0.05109489
chr01	1984000	0.03030303
chr01	1985000	-0.01173021
chr01	1986000	0.01960784
chr01	1987000	-0.11977716
chr01	1988000	-0.15395284
chr01	1989000	-0.18581560
chr01	1990000	-0.04076087
chr01	1991000	0.10373444
chr01	1992000	0.06575342
chr01	1993000	0.07227332
chr01	1994000	0.14206128
chr01	1995000	0.02550336
chr01	1996000	0.06394558
chr01	1997000	0.02339181
chr01	1998000	0.04615385
chr01	1999000	0.00566572
chr01	2000000	0.17615176
chr01	2001000	-0.04252401
chr01	2002000	-0.03030303
chr01	2003000	-0.07486631
chr01	2004000	-0.08093278
chr01	2005000	-0.04913295
chr01	2006000	0.10764873
chr01	2007000	0.00709220
chr01	2008000	-0.11840228
chr01	2009000	-0.03364738
chr01	2010000	-0.10962567
chr01	2011000	-0.05117566
chr01	2012000	0.03355705
chr01	2013000	-0.00937082
chr01	2014000	-0.01211306
chr01	2015000	-0.05234160
chr01	2016000	-0.17006803
chr01	2017000	-0.01468625
chr01	2018000	-0.09090909
chr01	2019000	-0.04285714
chr01	2020000	-0.11560694
chr01	2021000	-0.07913669
chr01	2022000	0.01610542
chr01	2023000	0.05428571
chr01	2024000	0.11242604
chr01	2025000	0.08479532
chr01	2026000	-0.08831909
chr01	2027000	-0.04970760
chr01	2028000	-0.03338171
chr01	2029000	0.01166181
chr01	2030000	0.02601156
chr01	2031000	0.05579399
chr01	2032000	0.08454810
chr01	2033000	-0.03338171
chr01	2034000	-0.04201681
chr01	2035000	-0.05233380
chr01	2036000	-0.04667610
chr01	2037000	0.03148426
chr01	2038000	0.04225352
chr01	2039000	-0.01317716
chr01	2040000	0.01939058
chr01	2041000	0.01801802
chr01	2042000	-0.03458647
chr01	2043000	-0.15351506
chr01	2044000	-0.12696148
chr01	2045000	-0.05357143
chr01	2046000	-0.09116022
chr01	2047000	-0.14899713
chr01	2048000	-0.11781609
chr01	2049000	-0.15866084
chr01	2050000	-0.08093278
chr01	2051000	-0.03941606
chr01	2052000	-0.19107392
chr01	2053000	-0.21397380
chr01	2054000	-0.20000000
chr01	2055000	-0.13190184
chr01	2056000	-0.16666667
chr01	2057000	-0.18478261
chr01	2058000	-0.19930070
chr01	2059000	-0.16151203
chr01	2060000	-0.17744610
chr01	2061000	-0.06333333
chr01	2062000	0.04023845
chr01	2063000	0.06500692
chr01	2064000	0.11590296
chr01	2065000	0.13419913
chr01	2066000	0.10755814
chr01	2067000	0.11205674
chr01	2068000	0.15517241
chr01	2069000	-0.01492537
chr01	2070000	0.06464924
chr01	2071000	0.06275033
chr01	2072000	0.05989583
chr01	2073000	0.06064516
chr01	2074000	0.05089409
chr01	2075000	-0.01977401
chr01	2076000	-0.07458564
chr01	2077000	-0.03485255
chr01	2078000	-0.09413370
chr01	2079000	-0.09972299
chr01	2080000	-0.09444444
chr01	2081000	0.08011050
chr01	2082000	0.04335664
chr01	2083000	-0.04270987
chr01	2084000	-0.03225806
chr01	2085000	0.02679831
chr01	2086000	-0.02340094
chr01	2087000	0.01261830
chr01	2088000	0.07831325
chr01	2089000	0.02089552
chr01	2090000	-0.05309735
chr01	2091000	-0.08689249
chr01	2092000	-0.02786378
chr01	2093000	-0.10086455
chr01	2094000	-0.00835655
chr01	2095000	0.05848787
chr01	2096000	0.06424581
chr01	2097000	-0.10638298
chr01	2098000	-0.21126761
chr01	2099000	-0.05339105
chr01	2100000	-0.03225806
chr01	2101000	-0.04507042
chr01	2102000	0.02377622
chr01	2103000	0.13888889
chr01	2104000	0.01813110
chr01	2105000	-0.10518519
chr01	2106000	-0.00456621
chr01	2107000	-0.02556818
chr01	2108000	-0.04947526
chr01	2109000	-0.02415459
chr01	2110000	-0.07713885
chr01	2111000	-0.08571429
chr01	2112000	0.00441826
chr01	2113000	0.03631285
chr01	2114000	0.08211144
chr01	2115000	0.05094614
chr01	2116000	0.01501502
chr01	2117000	0.07840440
chr01	2118000	-0.00417246
chr01	2119000	-0.09340659
chr01	2120000	0.03576538
chr01	2121000	0.07602339
chr01	2122000	0.00478469
chr01	2123000	-0.00153610
chr01	2124000	0.00418410
chr01	2125000	0.02920723
chr01	2126000	0.04312668
chr01	2127000	-0.00699301
chr01	2128000	0.05531915
chr01	2129000	0.09465021
chr01	2130000	0.08137931
chr01	2131000	0.04569892
chr01	2132000	0.00813008
chr01	2133000	0.02357836
chr01	2134000	0.07630522
chr01	2135000	0.09603073
chr01	2136000	0.01734104
chr01	2137000	-0.04633782
chr01	2138000	-0.05516266
chr01	2139000	-0.15117892
chr01	2140000	-0.00458015
chr01	2141000	-0.01461988
chr01	2142000	-0.05120482
chr01	2143000	0.00449775
chr01	2144000	0.13269494
chr01	2145000	0.05787349
chr01	2146000	0.05070423
chr01	2147000	-0.01944444
chr01	2148000	-0.00566572
chr01	2149000	-0.07758621
chr01	2150000	-0.13172043
chr01	2151000	0.00847458
chr01	2152000	-0.02411348
chr01	2153000	-0.09572901
chr01	2154000	-0.02785515
chr01	2155000	-0.01994302
chr01	2156000	0.00139860
chr01	2157000	-0.05722892
chr01	2158000	-0.10271903
chr01	2159000	0.04641350
chr01	2160000	0.05124451
chr01	2161000	-0.05507246
chr01	2162000	-0.01190476
chr01	2163000	0.00400534
chr01	2164000	-0.02888583
chr01	2165000	0.01234568
chr01	2166000	-0.00984529
chr01	2167000	0.05627706
chr01	2168000	0.07580175
chr01	2169000	-0.02803738
chr01	2170000	0.10987483
chr01	2171000	-0.00420757
chr01	2172000	0.01608579
chr01	2173000	-0.00542005
chr01	2174000	-0.05056180
chr01	2175000	-0.10042433
chr01	2176000	-0.33781965
chr01	2177000	-0.04633782
chr01	2178000	0.03479576
chr01	2179000	0.01108033
chr01	2180000	0.05849582
chr01	2181000	0.04429530
chr01	2182000	0.04250000
chr01	2183000	-0.00524934
chr01	2184000	-0.04460432
chr01	2185000	0.06099291
chr01	2186000	0.07977208
chr01	2187000	-0.00954980
chr01	2188000	0.02240896
chr01	2189000	-0.09256845
chr01	2190000	-0.09759547
chr01	2191000	-0.12551724
chr01	2192000	-0.08595989
chr01	2193000	-0.21285141
chr01	2194000	-0.05217391
chr01	2195000	-0.01626016
chr01	2196000	-0.05516266
chr01	2197000	-0.01870504
chr01	2198000	-0.11836735
chr01	2199000	-0.09577465
chr01	2200000	0.02664797
chr01	2201000	-0.10136157
chr01	2202000	-0.03030303
chr01	2203000	-0.02556818
chr01	2204000	-0.00569801
chr01	2205000	0.00408163
chr01	2206000	0.02052786
chr01	2207000	0.00413793
chr01	2208000	-0.06685633
chr01	2209000	-0.07246377
chr01	2210000	-0.02496329
chr01	2211000	0.02390999
chr01	2212000	-0.09712722
chr01	2213000	-0.03786816
chr01	2214000	-0.04843305
chr01	2215000	-0.07175573
chr01	2216000	-0.07868383
chr01	2217000	0.01089918
chr01	2218000	0.00000000
chr01	2219000	-0.02920723
chr01	2220000	-0.03954802
chr01	2221000	-0.08737864
chr01	2222000	-0.00277778
chr01	2223000	0.05232558
chr01	2224000	0.12406577
chr01	2225000	0.04434907
chr01	2226000	0.08985507
chr01	2227000	0.06169297
chr01	2228000	-0.03155007
chr01	2229000	-0.03253182
chr01	2230000	-0.03715170
chr01	2231000	-0.10231924
chr01	2232000	-0.03342618
chr01	2233000	-0.15117892
chr01	2234000	-0.07371349
chr01	2235000	-0.01104972
chr01	2236000	-0.01265823
chr01	2237000	0.01740295
chr01	2238000	-0.06080207
chr01	2239000	-0.03954802
chr01	2240000	-0.03262411
chr01	2241000	-0.01538462
chr01	2242000	0.06329114
chr01	2243000	-0.12389381
chr01	2244000	-0.02139800
chr01	2245000	-0.13753582
chr01	2246000	-0.05967977
chr01	2247000	-0.06606607
chr01	2248000	-0.01823282
chr01	2249000	0.00152207
chr01	2250000	-0.02932551
chr01	2251000	0.02003082
chr01	2252000	0.09063444
chr01	2253000	-0.02364395
chr01	2254000	0.06990014
chr01	2255000	0.05621302
chr01	2256000	0.11366906
chr01	2257000	0.03039074
chr01	2258000	0.12256267
chr01	2259000	0.06586826
chr01	2260000	-0.06567164
chr01	2261000	0.03779070
chr01	2262000	-0.12121212
chr01	2263000	0.00000000
chr01	2264000	-0.08898944
chr01	2265000	-0.05792683
chr01	2266000	-0.03343465
chr01	2267000	-0.06086957
chr01	2268000	-0.07182320
chr01	2269000	-0.06122449
chr01	2270000	0.00275482
chr01	2271000	-0.01404494
chr01	2272000	-0.05307263
chr01	2273000	0.01214575
chr01	2274000	0.08588064
chr01	2275000	-0.03167421
chr01	2276000	-0.05949008
chr01	2277000	0.06962963
chr01	2278000	-0.15909091
chr01	2279000	-0.20606061
chr01	2280000	-0.17066291
chr01	2281000	-0.17979198
chr01	2282000	-0.00455235
chr01	2283000	-0.00602410
chr01	2284000	0.00306748
chr01	2285000	0.14114114
chr01	2286000	0.14571429
chr01	2287000	0.15638451
chr01	2288000	0.10656934
chr01	2289000	0.10277778
chr01	2290000	0.09631728
chr01	2291000	0.02222222
chr01	2292000	0.05320600
chr01	2293000	-0.11142857
chr01	2294000	-0.03235294
chr01	2295000	-0.06875000
chr01	2296000	-0.08191654
chr01	2297000	-0.06508876
chr01	2298000	-0.06646972
chr01	2299000	0.00579710
chr01	2300000	-0.02228412
chr01	2301000	-0.12624113
chr01	2302000	-0.06914894
chr01	2303000	0.01928375
chr01	2304000	-0.03137790
chr01	2305000	-0.02620690
chr01	2306000	-0.03585657
chr01	2307000	-0.12011173
chr01	2308000	-0.05602241
chr01	2309000	0.00142248
chr01	2310000	-0.04801097
chr01	2311000	0.02898551
chr01	2312000	-0.02481752
chr01	2313000	0.06485671
chr01	2314000	-0.06849315
chr01	2315000	-0.00279330
chr01	2316000	-0.06930693
chr01	2317000	-0.08659218
chr01	2318000	-0.04518072
chr01	2319000	0.03081232
chr01	2320000	-0.06762590
chr01	2321000	-0.04166667
chr01	2322000	-0.04941860
chr01	2323000	-0.14166667
chr01	2324000	0.02272727
chr01	2325000	0.02222222
chr01	2326000	0.00391134
chr01	2327000	-0.05630027
chr01	2328000	-0.10215054
chr01	2329000	-0.14555256
chr01	2330000	-0.00143472
chr01	2331000	-0.05548038
chr01	2332000	-0.08055556
chr01	2333000	-0.01262272
chr01	2334000	-0.11830986
chr01	2335000	-0.05706522
chr01	2336000	-0.02052786
chr01	2337000	-0.09928058
chr01	2338000	-0.10682493
chr01	2339000	-0.06104651
chr01	2340000	-0.04579025
chr01	2341000	-0.01560284
chr01	2342000	0.00000000
chr01	2343000	-0.06830601
chr01	2344000	-0.10059172
chr01	2345000	-0.09302326
chr01	2346000	-0.10818713
chr01	2347000	-0.00734214
chr01	2348000	0.04184704
chr01	2349000	-0.12931034
chr01	2350000	-0.06990014
chr01	2351000	0.00139082
chr01	2352000	0.11269615
chr01	2353000	-0.02300406
chr01	2354000	-0.05428571
chr01	2355000	-0.14325069
chr01	2356000	-0.07282913
chr01	2357000	0.05382436
chr01	2358000	0.00979021
chr01	2359000	-0.12301013
chr01	2360000	-0.07317073
chr01	2361000	0.00552486
chr01	2362000	0.09065934
chr01	2363000	0.08295626
chr01	2364000	-0.09348442
chr01	2365000	-0.07584270
chr01	2366000	-0.05308465
chr01	2367000	-0.04761905
chr01	2368000	-0.02177068
chr01	2369000	0.02601156
chr01	2370000	-0.01892285
chr01	2371000	0.07539118
chr01	2372000	0.07936508
chr01	2373000	0.09035222
chr01	2374000	0.00588235
chr01	2375000	0.10584958
chr01	2376000	0.05395232
chr01	2377000	0.11265647
chr01	2378000	0.12518409
chr01	2379000	-0.05521472
chr01	2380000	-0.12443778
chr01	2381000	-0.11432706
chr01	2382000	-0.13559322
chr01	2383000	0.03863988
chr01	2384000	0.05882353
chr01	2385000	-0.06990014
chr01	2386000	-0.04985337
chr01	2387000	0.02034429
chr01	2388000	0.05248227
chr01	2389000	0.02857143
chr01	2390000	-0.07365439
chr01	2391000	-0.06779661
chr01	2392000	-0.02439024
chr01	2393000	0.02170767
chr01	2394000	-0.00412655
chr01	2395000	0.05491329
chr01	2396000	0.08213820
chr01	2397000	0.03989362
chr01	2398000	-0.07714286
chr01	2399000	-0.04494382
chr01	2400000	-0.05047749
chr01	2401000	-0.04633782
chr01	2402000	-0.09065551
chr01	2403000	0.06268657
chr01	2404000	-0.03030303
chr01	2405000	-0.07821229
chr01	2406000	0.06552707
chr01	2407000	-0.01081917
chr01	2408000	0.01152738
chr01	2409000	0.10498688
chr01	2410000	0.18134715
chr01	2411000	0.06172840
chr01	2412000	-0.06104651
chr01	2413000	-0.05278174
chr01	2414000	0.01287554
chr01	2415000	-0.00738552
chr01	2416000	-0.03333333
chr01	2417000	0.07877170
chr01	2418000	0.03790087
chr01	2419000	-0.08726753
chr01	2420000	-0.13392857
chr01	2421000	-0.04694168
chr01	2422000	-0.10136986
chr01	2423000	-0.11286089
chr01	2424000	-0.01851852
chr01	2425000	-0.02228826
chr01	2426000	0.06043956
chr01	2427000	0.09311741
chr01	2428000	0.10160428
chr01	2429000	0.04206242
chr01	2430000	0.09746328
chr01	2431000	0.03546099
chr01	2432000	0.08274895
chr01	2433000	0.08092486
chr01	2434000	0.01626016
chr01	2435000	-0.09041835
chr01	2436000	-0.08450704
chr01	2437000	-0.08333333
chr01	2438000	-0.09915014
chr01	2439000	-0.05676856
chr01	2440000	-0.00435414
chr01	2441000	-0.10240964
chr01	2442000	0.00857143
chr01	2443000	0.04854369
chr01	2444000	-0.05954198
chr01	2445000	-0.31092437
chr01	2446000	-0.37288136
chr01	2447000	-0.29289941
chr01	2448000	-0.19754977
chr01	2449000	-0.01870504
chr01	2450000	0.18168390
chr01	2451000	0.02496329
chr01	2452000	0.01801802
chr01	2453000	0.03625378
chr01	2454000	0.13881020
chr01	2455000	0.00758725
chr01	2456000	0.11177347
chr01	2457000	0.16886931
chr01	2458000	0.09039548
chr01	2459000	0.13253012
chr01	2460000	0.22636103
chr01	2461000	0.21292217
chr01	2462000	0.06086957
chr01	2463000	0.01123596
chr01	2464000	0.07954545
chr01	2465000	0.02092050
chr01	2466000	0.00705219
chr01	2467000	-0.05007153
chr01	2468000	0.09275362
chr01	2469000	0.03186646
chr01	2470000	-0.02040816
chr01	2471000	0.04606241
chr01	2472000	-0.04360465
chr01	2473000	0.01046338
chr01	2474000	-0.04335260
chr01	2475000	-0.04521277
chr01	2476000	-0.01907357
chr01	2477000	-0.07567568
chr01	2478000	0.02649930
chr01	2479000	0.08571429
chr01	2480000	0.08638743
chr01	2481000	0.20000000
chr01	2482000	0.09228442
chr01	2483000	0.11509716
chr01	2484000	-0.01483680
chr01	2485000	-0.05449190
chr01	2486000	0.04815864
chr01	2487000	0.03092784
chr01	2488000	0.09119011
chr01	2489000	0.02941176
chr01	2490000	-0.12893983
chr01	2491000	-0.16886931
chr01	2492000	0.06989247
chr01	2493000	0.04127830
chr01	2494000	0.02173913
chr01	2495000	0.04172662
chr01	2496000	-0.05882353
chr01	2497000	-0.09503546
chr01	2498000	-0.08827786
chr01	2499000	-0.12500000
chr01	2500000	-0.09899570
chr01	2501000	-0.13303438
chr01	2502000	-0.05174825
chr01	2503000	-0.08215297
chr01	2504000	-0.08882521
chr01	2505000	-0.09275362
chr01	2506000	0.06777317
chr01	2507000	0.01582734
chr01	2508000	-0.00419580
chr01	2509000	-0.05714286
chr01	2510000	-0.10014104
chr01	2511000	-0.14583333
chr01	2512000	-0.07856192
chr01	2513000	-0.11172414
chr01	2514000	-0.05547653
chr01	2515000	-0.09650350
chr01	2516000	-0.04465494
chr01	2517000	-0.05802969
chr01	2518000	-0.02222222
chr01	2519000	-0.04221252
chr01	2520000	-0.10245310
chr01	2521000	-0.11111111
chr01	2522000	-0.17142857
chr01	2523000	-0.06034483
chr01	2524000	-0.07250342
chr01	2525000	-0.09187750
chr01	2526000	0.00136799
chr01	2527000	0.05247813
chr01	2528000	0.05917160
chr01	2529000	-0.04236200
chr01	2530000	0.05142857
chr01	2531000	-0.02481752
chr01	2532000	0.06567164
chr01	2533000	0.02298851
chr01	2534000	0.07734057
chr01	2535000	0.10998736
chr01	2536000	0.07170795
chr01	2537000	-0.00939597
chr01	2538000	-0.00280112
chr01	2539000	-0.03595206
chr01	2540000	-0.02649930
chr01	2541000	0.08062235
chr01	2542000	0.05676856
chr01	2543000	0.02616279
chr01	2544000	0.01265823
chr01	2545000	0.10149254
chr01	2546000	0.01914580
chr01	2547000	0.07973856
chr01	2548000	0.09809264
chr01	2549000	-0.02912621
chr01	2550000	0.11111111
chr01	2551000	0.05218618
chr01	2552000	0.02474527
chr01	2553000	0.00459418
chr01	2554000	-0.03307087
chr01	2555000	0.00874636
chr01	2556000	0.11627907
chr01	2557000	0.11608392
chr01	2558000	0.04700162
chr01	2559000	0.13897281
chr01	2560000	0.08320251
chr01	2561000	0.15655853
chr01	2562000	0.08522727
chr01	2563000	0.03305785
chr01	2564000	0.03862661
chr01	2565000	0.09362280
chr01	2566000	0.10067114
chr01	2567000	0.21156773
chr01	2568000	0.02523659
chr01	2569000	0.22420908
chr01	2570000	0.16473988
chr01	2571000	0.25528914
chr01	2572000	0.21074965
chr01	2573000	0.09846154
chr01	2574000	0.08430233
chr01	2575000	0.13080169
chr01	2576000	0.05769231
chr01	2577000	0.06515581
chr01	2578000	0.10533516
chr01	2579000	0.09169054
chr01	2580000	0.00943396
chr01	2581000	0.12696148
chr01	2582000	0.22930801
chr01	2583000	0.06024096
chr01	2584000	-0.11509716
chr01	2585000	-0.11141678
chr01	2586000	0.03281027
chr01	2587000	0.02339181
chr01	2588000	0.03812317
chr01	2589000	0.00000000
chr01	2590000	0.01479290
chr01	2591000	-0.07234043
chr01	2592000	-0.06006006
chr01	2593000	-0.07246377
chr01	2594000	-0.07418398
chr01	2595000	-0.10256410
chr01	2596000	-0.04829545
chr01	2597000	-0.07454290
chr01	2598000	0.04184704
chr01	2599000	-0.04776119
chr01	2600000	-0.13134328
chr01	2601000	-0.11790393
chr01	2602000	0.01105845
chr01	2603000	0.16412860
chr01	2604000	0.10659898
chr01	2605000	0.21541156
chr01	2606000	0.20557491
chr01	2607000	0.16725979
chr01	2608000	0.09320695
chr01	2609000	0.12605042
chr01	2610000	0.16643741
chr01	2611000	0.22535211
chr01	2612000	0.16016151
chr01	2613000	-0.11479945
chr01	2614000	-0.07193230
chr01	2615000	-0.06536857
chr01	2616000	-0.04287690
chr01	2617000	0.02557201
chr01	2618000	-0.02063274
chr01	2619000	0.03302510
chr01	2620000	0.06864065
chr01	2621000	-0.03780965
chr01	2622000	-0.09161290
chr01	2623000	-0.03771131
chr01	2624000	-0.03087248
chr01	2625000	-0.02377622
chr01	2626000	-0.04221252
chr01	2627000	-0.02978723
chr01	2628000	-0.04932735
chr01	2629000	-0.04258443
chr01	2630000	-0.05248227
chr01	2631000	-0.09798658
chr01	2632000	-0.02879581
chr01	2633000	-0.01436782
chr01	2634000	-0.04199067
chr01	2635000	-0.09763314
chr01	2636000	0.03346720
chr01	2637000	0.05142857
chr01	2638000	0.12188366
chr01	2639000	0.04918033
chr01	2640000	-0.07754011
chr01	2641000	-0.04172275
chr01	2642000	-0.07756233
chr01	2643000	-0.01709402
chr01	2644000	-0.07549669
chr01	2645000	-0.05205479
chr01	2646000	0.05915493
chr01	2647000	-0.05070423
chr01	2648000	0.10620690
chr01	2649000	0.07923497
chr01	2650000	0.06072874
chr01	2651000	0.08290155
chr01	2652000	0.02960103
chr01	2653000	0.01570681
chr01	2654000	0.11931818
chr01	2655000	0.02479339
chr01	2656000	-0.08419498
chr01	2657000	-0.05801105
chr01	2658000	-0.04336043
chr01	2659000	-0.03198887
chr01	2660000	0.05000000
chr01	2661000	0.05555556
chr01	2662000	-0.08108108
chr01	2663000	-0.04532578
chr01	2664000	-0.06145251
chr01	2665000	0.00584795
chr01	2666000	0.01468625
chr01	2667000	0.05509642
chr01	2668000	-0.09714286
chr01	2669000	-0.01204819
chr01	2670000	-0.00286533
chr01	2671000	0.03477051
chr01	2672000	-0.03693931
chr01	2673000	0.00419580
chr01	2674000	-0.00957592
chr01	2675000	-0.00671141
chr01	2676000	0.03804348
chr01	2677000	0.09012876
chr01	2678000	0.12433862
chr01	2679000	0.06872370
chr01	2680000	-0.11666667
chr01	2681000	-0.09489051
chr01	2682000	-0.08345120
chr01	2683000	-0.10489510
chr01	2684000	-0.01615272
chr01	2685000	-0.04095112
chr01	2686000	-0.06311360
chr01	2687000	-0.05160391
chr01	2688000	-0.03523035
chr01	2689000	0.03649635
chr01	2690000	-0.14862915
chr01	2691000	-0.11079944
chr01	2692000	-0.08587258
chr01	2693000	-0.08988764
chr01	2694000	-0.03988604
chr01	2695000	-0.03047091
chr01	2696000	0.02018843
chr01	2697000	0.07962213
chr01	2698000	-0.00290698
chr01	2699000	0.08913649
chr01	2700000	-0.07818930
chr01	2701000	-0.17647059
chr01	2702000	-0.13043478
chr01	2703000	-0.04833837
chr01	2704000	-0.09843081
chr01	2705000	-0.11290323
chr01	2706000	-0.17842324
chr01	2707000	-0.10439560
chr01	2708000	-0.07317073
chr01	2709000	-0.05089409
chr01	2710000	-0.06518724
chr01	2711000	-0.08870968
chr01	2712000	-0.10769231
chr01	2713000	-0.04558405
chr01	2714000	-0.00277008
chr01	2715000	0.05218618
chr01	2716000	-0.06997085
chr01	2717000	0.01793103
chr01	2718000	-0.04985337
chr01	2719000	0.02549575
chr01	2720000	-0.07062147
chr01	2721000	-0.07826087
chr01	2722000	-0.18658892
chr01	2723000	-0.06301370
chr01	2724000	-0.04120879
chr01	2725000	0.09118087
chr01	2726000	0.06748466
chr01	2727000	-0.07475317
chr01	2728000	0.04033380
chr01	2729000	-0.04194858
chr01	2730000	-0.11724138
chr01	2731000	-0.07584270
chr01	2732000	-0.03966006
chr01	2733000	0.06187050
chr01	2734000	0.04481793
chr01	2735000	-0.01917808
chr01	2736000	-0.00998573
chr01	2737000	-0.03566334
chr01	2738000	-0.05131761
chr01	2739000	-0.17438692
chr01	2740000	-0.08888889
chr01	2741000	-0.05833333
chr01	2742000	-0.06957708
chr01	2743000	-0.10719132
chr01	2744000	-0.09593023
chr01	2745000	-0.04427481
chr01	2746000	-0.10631741
chr01	2747000	0.01739130
chr01	2748000	0.18168813
chr01	2749000	0.03932584
chr01	2750000	-0.02593660
chr01	2751000	-0.05339105
chr01	2752000	0.01400560
chr01	2753000	-0.01015965
chr01	2754000	0.03318903
chr01	2755000	0.03934426
chr01	2756000	-0.05343511
chr01	2757000	0.00434153
chr01	2758000	0.00578035
chr01	2759000	0.04081633
chr01	2760000	-0.03271693
chr01	2761000	-0.03157895
chr01	2762000	-0.03142857
chr01	2763000	-0.02276176
chr01	2764000	-0.06591865
chr01	2765000	-0.00584795
chr01	2766000	-0.00852273
chr01	2767000	0.08379888
chr01	2768000	-0.01136364
chr01	2769000	-0.00574713
chr01	2770000	-0.06627393
chr01	2771000	-0.00145985
chr01	2772000	-0.02312139
chr01	2773000	-0.00302115
chr01	2774000	-0.06493506
chr01	2775000	0.07162534
chr01	2776000	-0.04775687
chr01	2777000	0.00721501
chr01	2778000	-0.18561151
chr01	2779000	-0.03693570
chr01	2780000	0.06876791
chr01	2781000	0.09090909
chr01	2782000	-0.05865522
chr01	2783000	-0.05698006
chr01	2784000	0.01666667
chr01	2785000	-0.07067669
chr01	2786000	-0.05563910
chr01	2787000	-0.13383459
chr01	2788000	0.06413994
chr01	2789000	0.13256484
chr01	2790000	0.04225352
chr01	2791000	0.03112314
chr01	2792000	0.00274725
chr01	2793000	0.08403361
chr01	2794000	0.06976744
chr01	2795000	0.03242542
chr01	2796000	-0.01666667
chr01	2797000	0.00979021
chr01	2798000	0.12863071
chr01	2799000	0.05649718
chr01	2800000	0.00833333
chr01	2801000	0.03103914
chr01	2802000	0.13359274
chr01	2803000	0.17073171
chr01	2804000	0.16690042
chr01	2805000	0.09236948
chr01	2806000	0.10498688
chr01	2807000	-0.07589880
chr01	2808000	-0.01075269
chr01	2809000	0.02680965
chr01	2810000	-0.06332842
chr01	2811000	0.03978052
chr01	2812000	0.09235669
chr01	2813000	-0.02760736
chr01	2814000	-0.01395349
chr01	2815000	0.05015674
chr01	2816000	0.03125000
chr01	2817000	-0.02617801
chr01	2818000	0.10181311
chr01	2819000	0.01754386
chr01	2820000	0.06684142
chr01	2821000	-0.02490170
chr01	2822000	0.03457815
chr01	2823000	0.05639615
chr01	2824000	0.04526749
chr01	2825000	0.00410397
chr01	2826000	0.01513067
chr01	2827000	0.16991643
chr01	2828000	-0.05187320
chr01	2829000	0.03977273
chr01	2830000	-0.05121294
chr01	2831000	-0.07915567
chr01	2832000	-0.04845815
chr01	2833000	-0.07932011
chr01	2834000	-0.08493151
chr01	2835000	0.01470588
chr01	2836000	0.03661972
chr01	2837000	-0.07142857
chr01	2838000	-0.03581267
chr01	2839000	-0.03804348
chr01	2840000	-0.13580247
chr01	2841000	-0.10209790
chr01	2842000	-0.03170029
chr01	2843000	0.02945302
chr01	2844000	0.05044510
chr01	2845000	-0.00145560
chr01	2846000	0.08310249
chr01	2847000	0.00837989
chr01	2848000	0.09340659
chr01	2849000	0.01788171
chr01	2850000	0.04419890
chr01	2851000	0.03188406
chr01	2852000	-0.04774536
chr01	2853000	0.06989247
chr01	2854000	0.07552083
chr01	2855000	0.02739726
chr01	2856000	-0.01639344
chr01	2857000	0.05305040
chr01	2858000	-0.01133144
chr01	2859000	0.06478873
chr01	2860000	-0.01892285
chr01	2861000	-0.06666667
chr01	2862000	-0.06189821
chr01	2863000	-0.05177112
chr01	2864000	-0.03735632
chr01	2865000	0.01629630
chr01	2866000	0.02923977
chr01	2867000	0.01369863
chr01	2868000	-0.03636364
chr01	2869000	-0.05059524
chr01	2870000	-0.02369668
chr01	2871000	-0.00747384
chr01	2872000	0.09217877
chr01	2873000	-0.02439024
chr01	2874000	-0.03631285
chr01	2875000	-0.07180851
chr01	2876000	-0.05485232
chr01	2877000	-0.01404494
chr01	2878000	0.07123288
chr01	2879000	-0.01731025
chr01	2880000	0.05882353
chr01	2881000	0.03597122
chr01	2882000	0.11019284
chr01	2883000	0.06464924
chr01	2884000	0.03763441
chr01	2885000	-0.06919946
chr01	2886000	-0.01136364
chr01	2887000	0.06764706
chr01	2888000	0.03523035
chr01	2889000	0.06277372
chr01	2890000	-0.00727802
chr01	2891000	-0.03244006
chr01	2892000	0.03621170
chr01	2893000	-0.05832148
chr01	2894000	0.10400000
chr01	2895000	0.06950355
chr01	2896000	-0.01369863
chr01	2897000	0.07382550
chr01	2898000	-0.01876676
chr01	2899000	0.03840683
chr01	2900000	0.11806543
